%Time(s);X-Position (X[2]);Y-Position (X[1]);Input U
1.06770000e+02;1.94496699e+00;-4.32775566e-01;5.61817001e-01
1.06780000e+02;1.94059538e+00;-4.45351144e-01;5.61777564e-01
1.06790000e+02;1.93609907e+00;-4.57731997e-01;5.61738129e-01
1.06800000e+02;1.93148000e+00;-4.69923417e-01;5.61698695e-01
1.06810000e+02;1.92674002e+00;-4.81930637e-01;5.61659263e-01
1.06820000e+02;1.92188096e+00;-4.93758830e-01;5.61619833e-01
1.06830000e+02;1.91690459e+00;-5.05413107e-01;5.61580404e-01
1.06840000e+02;1.91181261e+00;-5.16898515e-01;5.61540977e-01
1.06850000e+02;1.90660669e+00;-5.28220035e-01;5.61501552e-01
1.06860000e+02;1.90128845e+00;-5.39382580e-01;5.61462128e-01
1.06870000e+02;1.89585945e+00;-5.50390994e-01;5.61422706e-01
1.06880000e+02;1.89032121e+00;-5.61250051e-01;5.61383286e-01
1.06890000e+02;1.88467521e+00;-5.71964455e-01;5.61343868e-01
1.06900000e+02;1.87892286e+00;-5.82538838e-01;5.61304451e-01
1.06910000e+02;1.87306554e+00;-5.92977759e-01;5.61265035e-01
1.06920000e+02;1.86710459e+00;-6.03285706e-01;5.61225622e-01
1.06930000e+02;1.86104130e+00;-6.13467096e-01;5.61186210e-01
1.06940000e+02;1.85487691e+00;-6.23526272e-01;5.61146800e-01
1.06950000e+02;1.84861262e+00;-6.33467503e-01;5.61107391e-01
1.06960000e+02;1.84224960e+00;-6.43294990e-01;5.61067984e-01
1.06970000e+02;1.83578895e+00;-6.53012861e-01;5.61028579e-01
1.06980000e+02;1.82923177e+00;-6.62625171e-01;5.60989176e-01
1.06990000e+02;1.82257907e+00;-6.72135907e-01;5.60949774e-01
1.07000000e+02;1.81583187e+00;-6.81548986e-01;5.60910374e-01
1.07010000e+02;1.80899112e+00;-6.90868254e-01;5.60870975e-01
1.07020000e+02;1.80205775e+00;-7.00097490e-01;5.60831579e-01
1.07030000e+02;1.79503262e+00;-7.09240407e-01;5.60792183e-01
1.07040000e+02;1.78791660e+00;-7.18300649e-01;5.60752790e-01
1.07050000e+02;1.78071048e+00;-7.27281797e-01;5.60713398e-01
1.07060000e+02;1.77341505e+00;-7.36187366e-01;5.60674008e-01
1.07070000e+02;1.76603104e+00;-7.45020807e-01;5.60634620e-01
1.07080000e+02;1.75855917e+00;-7.53785511e-01;5.60595233e-01
1.07090000e+02;1.75100010e+00;-7.62484806e-01;5.60555848e-01
1.07100000e+02;1.74335447e+00;-7.71121961e-01;5.60516465e-01
1.07110000e+02;1.73562288e+00;-7.79700186e-01;5.60477083e-01
1.07120000e+02;1.72780593e+00;-7.88222634e-01;5.60437703e-01
1.07130000e+02;1.71990413e+00;-7.96692399e-01;5.60398324e-01
1.07140000e+02;1.71191802e+00;-8.05112524e-01;5.60358948e-01
1.07150000e+02;1.70384807e+00;-8.13485993e-01;5.60319573e-01
1.07160000e+02;1.69569474e+00;-8.21815742e-01;5.60280199e-01
1.07170000e+02;1.68745845e+00;-8.30104651e-01;5.60240828e-01
1.07180000e+02;1.67913959e+00;-8.38355554e-01;5.60201458e-01
1.07190000e+02;1.67073854e+00;-8.46571232e-01;5.60162089e-01
1.07200000e+02;1.66225564e+00;-8.54754420e-01;5.60122723e-01
1.07210000e+02;1.65369119e+00;-8.62907806e-01;5.60083358e-01
1.07220000e+02;1.64504548e+00;-8.71034031e-01;5.60043994e-01
1.07230000e+02;1.63631878e+00;-8.79135693e-01;5.60004633e-01
1.07240000e+02;1.62751132e+00;-8.87215345e-01;5.59965273e-01
1.07250000e+02;1.61862330e+00;-8.95275500e-01;5.59925914e-01
1.07260000e+02;1.60965492e+00;-9.03318627e-01;5.59886558e-01
1.07270000e+02;1.60060632e+00;-9.11347156e-01;5.59847203e-01
1.07280000e+02;1.59147766e+00;-9.19363478e-01;5.59807850e-01
1.07290000e+02;1.58226903e+00;-9.27369946e-01;5.59768498e-01
1.07300000e+02;1.57298053e+00;-9.35368876e-01;5.59729148e-01
1.07310000e+02;1.56361223e+00;-9.43362546e-01;5.59689800e-01
1.07320000e+02;1.55416416e+00;-9.51353201e-01;5.59650453e-01
1.07330000e+02;1.54463635e+00;-9.59343050e-01;5.59611108e-01
1.07340000e+02;1.53502880e+00;-9.67334269e-01;5.59571765e-01
1.07350000e+02;1.52534148e+00;-9.75329001e-01;5.59532423e-01
1.07360000e+02;1.51557435e+00;-9.83329359e-01;5.59493084e-01
1.07370000e+02;1.50572735e+00;-9.91337421e-01;5.59453745e-01
1.07380000e+02;1.49580039e+00;-9.99355238e-01;5.59414409e-01
1.07390000e+02;1.48579336e+00;-1.00738483e+00;5.59375074e-01
1.07400000e+02;1.47570614e+00;-1.01542819e+00;5.59335741e-01
1.07410000e+02;1.46553858e+00;-1.02348728e+00;5.59296409e-01
1.07420000e+02;1.45529052e+00;-1.03156403e+00;5.59257079e-01
1.07430000e+02;1.44496177e+00;-1.03966035e+00;5.59217751e-01
1.07440000e+02;1.43455213e+00;-1.04777812e+00;5.59178424e-01
1.07450000e+02;1.42406138e+00;-1.05591920e+00;5.59139100e-01
1.07460000e+02;1.41348928e+00;-1.06408541e+00;5.59099776e-01
1.07470000e+02;1.40283557e+00;-1.07227856e+00;5.59060455e-01
1.07480000e+02;1.39209997e+00;-1.08050041e+00;5.59021135e-01
1.07490000e+02;1.38128220e+00;-1.08875274e+00;5.58981817e-01
1.07500000e+02;1.37038193e+00;-1.09703726e+00;5.58942500e-01
1.07510000e+02;1.35939884e+00;-1.10535567e+00;5.58903185e-01
1.07520000e+02;1.34833258e+00;-1.11370966e+00;5.58863872e-01
1.07530000e+02;1.33718280e+00;-1.12210087e+00;5.58824561e-01
1.07540000e+02;1.32594912e+00;-1.13053094e+00;5.58785251e-01
1.07550000e+02;1.31463113e+00;-1.13900147e+00;5.58745943e-01
1.07560000e+02;1.30322843e+00;-1.14751404e+00;5.58706636e-01
1.07570000e+02;1.29174060e+00;-1.15607021e+00;5.58667331e-01
1.07580000e+02;1.28016719e+00;-1.16467150e+00;5.58628028e-01
1.07590000e+02;1.26850774e+00;-1.17331943e+00;5.58588727e-01
1.07600000e+02;1.25676179e+00;-1.18201547e+00;5.58549427e-01
1.07610000e+02;1.24492884e+00;-1.19076107e+00;5.58510129e-01
1.07620000e+02;1.23300841e+00;-1.19955767e+00;5.58470832e-01
1.07630000e+02;1.22099996e+00;-1.20840666e+00;5.58431537e-01
1.07640000e+02;1.20890298e+00;-1.21730941e+00;5.58392244e-01
1.07650000e+02;1.19671692e+00;-1.22626727e+00;5.58352953e-01
1.07660000e+02;1.18444123e+00;-1.23528156e+00;5.58313663e-01
1.07670000e+02;1.17207533e+00;-1.24435355e+00;5.58274375e-01
1.07680000e+02;1.15961865e+00;-1.25348450e+00;5.58235088e-01
1.07690000e+02;1.14707059e+00;-1.26267564e+00;5.58195803e-01
1.07700000e+02;1.13443055e+00;-1.27192815e+00;5.58156520e-01
1.07710000e+02;1.12169791e+00;-1.28124319e+00;5.58117239e-01
1.07720000e+02;1.10887204e+00;-1.29062188e+00;5.58077959e-01
1.07730000e+02;1.09595230e+00;-1.30006529e+00;5.58038681e-01
1.07740000e+02;1.08293805e+00;-1.30957447e+00;5.57999404e-01
1.07750000e+02;1.06982861e+00;-1.31915044e+00;5.57960129e-01
1.07760000e+02;1.05662332e+00;-1.32879413e+00;5.57920856e-01
1.07770000e+02;1.04332151e+00;-1.33850649e+00;5.57881585e-01
1.07780000e+02;1.02992247e+00;-1.34828837e+00;5.57842315e-01
1.07790000e+02;1.01642552e+00;-1.35814060e+00;5.57803047e-01
1.07800000e+02;1.00282995e+00;-1.36806397e+00;5.57763780e-01
1.07810000e+02;9.89135044e-01;-1.37805919e+00;5.57724515e-01
1.07820000e+02;9.75340083e-01;-1.38812693e+00;5.57685252e-01
1.07830000e+02;9.61444342e-01;-1.39826781e+00;5.57645991e-01
1.07840000e+02;9.47447088e-01;-1.40848238e+00;5.57606731e-01
1.07850000e+02;9.33347583e-01;-1.41877112e+00;5.57567473e-01
1.07860000e+02;9.19145086e-01;-1.42913448e+00;5.57528216e-01
1.07870000e+02;9.04838850e-01;-1.43957279e+00;5.57488961e-01
1.07880000e+02;8.90428127e-01;-1.45008636e+00;5.57449708e-01
1.07890000e+02;8.75912163e-01;-1.46067538e+00;5.57410457e-01
1.07900000e+02;8.61290206e-01;-1.47134000e+00;5.57371207e-01
1.07910000e+02;8.46561501e-01;-1.48208027e+00;5.57331959e-01
1.07920000e+02;8.31725293e-01;-1.49289614e+00;5.57292712e-01
1.07930000e+02;8.16780828e-01;-1.50378749e+00;5.57253467e-01
1.07940000e+02;8.01727353e-01;-1.51475411e+00;5.57214224e-01
1.07950000e+02;7.86564119e-01;-1.52579568e+00;5.57174983e-01
1.07960000e+02;7.71290379e-01;-1.53691177e+00;5.57135743e-01
1.07970000e+02;7.55905392e-01;-1.54810187e+00;5.57096505e-01
1.07980000e+02;7.40408421e-01;-1.55936532e+00;5.57057268e-01
1.07990000e+02;7.24798738e-01;-1.57070137e+00;5.57018033e-01
1.08000000e+02;7.09075623e-01;-1.58210914e+00;5.56978800e-01
1.08010000e+02;6.93238362e-01;-1.59358762e+00;5.56939568e-01
1.08020000e+02;6.77286255e-01;-1.60513566e+00;5.56900339e-01
1.08030000e+02;6.61218614e-01;-1.61675200e+00;5.56861110e-01
1.08040000e+02;6.45034762e-01;-1.62843519e+00;5.56821884e-01
1.08050000e+02;6.28734039e-01;-1.64018367e+00;5.56782659e-01
1.08060000e+02;6.12315801e-01;-1.65199569e+00;5.56743436e-01
1.08070000e+02;5.95779421e-01;-1.66386936e+00;5.56704214e-01
1.08080000e+02;5.79124292e-01;-1.67580261e+00;5.56664994e-01
1.08090000e+02;5.62349829e-01;-1.68779318e+00;5.56625776e-01
1.08100000e+02;5.45455470e-01;-1.69983865e+00;5.56586559e-01
1.08110000e+02;5.28440678e-01;-1.71193640e+00;5.56547344e-01
1.08120000e+02;5.11304943e-01;-1.72408361e+00;5.56508131e-01
1.08130000e+02;4.94047784e-01;-1.73627724e+00;5.56468920e-01
1.08140000e+02;4.76668751e-01;-1.74851406e+00;5.56429710e-01
1.08150000e+02;4.59167427e-01;-1.76079061e+00;5.56390501e-01
1.08160000e+02;4.41543431e-01;-1.77310319e+00;5.56351295e-01
1.08170000e+02;4.23796419e-01;-1.78544790e+00;5.56312090e-01
1.08180000e+02;4.05926089e-01;-1.79782055e+00;5.56272887e-01
1.08190000e+02;3.87932180e-01;-1.81021673e+00;5.56233685e-01
1.08200000e+02;3.69814475e-01;-1.82263176e+00;5.56194485e-01
1.08210000e+02;3.51572809e-01;-1.83506070e+00;5.56155287e-01
1.08220000e+02;3.33207062e-01;-1.84749832e+00;5.56116090e-01
1.08230000e+02;3.14717172e-01;-1.85993913e+00;5.56076895e-01
1.08240000e+02;2.96103131e-01;-1.87237733e+00;5.56037702e-01
1.08250000e+02;2.77364990e-01;-1.88480683e+00;5.55998510e-01
1.08260000e+02;2.58502862e-01;-1.89722123e+00;5.55959320e-01
1.08270000e+02;2.39516926e-01;-1.90961384e+00;5.55920132e-01
1.08280000e+02;2.20407429e-01;-1.92197762e+00;5.55880945e-01
1.08290000e+02;2.01174688e-01;-1.93430523e+00;5.55841760e-01
1.08300000e+02;1.81819096e-01;-1.94658898e+00;5.55802577e-01
1.08310000e+02;1.62341125e-01;-1.95882084e+00;5.55763395e-01
1.08320000e+02;1.42741327e-01;-1.97099246e+00;5.55724215e-01
1.08330000e+02;1.23020339e-01;-1.98309513e+00;5.55685037e-01
1.08340000e+02;1.03178887e-01;-1.99511976e+00;5.55645860e-01
1.08350000e+02;8.32177896e-02;-2.00705694e+00;5.55606685e-01
1.08360000e+02;6.31379594e-02;-2.01889689e+00;5.55567511e-01
1.08370000e+02;4.29404090e-02;-2.03062945e+00;5.55528340e-01
1.08380000e+02;2.26262540e-02;-2.04224411e+00;5.55489170e-01
1.08390000e+02;2.19671607e-03;-2.05372998e+00;5.55450001e-01
1.08400000e+02;-1.83468728e-02;-2.06507583e+00;5.55410834e-01
1.08410000e+02;-3.90030668e-02;-2.07627003e+00;5.55371669e-01
1.08420000e+02;-5.97703029e-02;-2.08730060e+00;5.55332506e-01
1.08430000e+02;-8.06468966e-02;-2.09815521e+00;5.55293344e-01
1.08440000e+02;-1.01631039e-01;-2.10882115e+00;5.55254184e-01
1.08450000e+02;-1.22720794e-01;-2.11928536e+00;5.55215025e-01
1.08460000e+02;-1.43914091e-01;-2.12953446e+00;5.55175869e-01
1.08470000e+02;-1.65208727e-01;-2.13955470e+00;5.55136713e-01
1.08480000e+02;-1.86602359e-01;-2.14933202e+00;5.55097560e-01
1.08490000e+02;-2.08092503e-01;-2.15885203e+00;5.55058408e-01
1.08500000e+02;-2.29676531e-01;-2.16810004e+00;5.55019258e-01
1.08510000e+02;-2.51351665e-01;-2.17706107e+00;5.54980109e-01
1.08520000e+02;-2.73114978e-01;-2.18571987e+00;5.54940962e-01
1.08530000e+02;-2.94963388e-01;-2.19406091e+00;5.54901817e-01
1.08540000e+02;-3.16893660e-01;-2.20206844e+00;5.54862674e-01
1.08550000e+02;-3.38902398e-01;-2.20972649e+00;5.54823532e-01
1.08560000e+02;-3.60986047e-01;-2.21701889e+00;5.54784391e-01
1.08570000e+02;-3.83140890e-01;-2.22392931e+00;5.54745253e-01
1.08580000e+02;-4.05363046e-01;-2.23044126e+00;5.54706116e-01
1.08590000e+02;-4.27648470e-01;-2.23653816e+00;5.54666981e-01
1.08600000e+02;-4.49992949e-01;-2.24220333e+00;5.54627847e-01
1.08610000e+02;-4.72392106e-01;-2.24742005e+00;5.54588715e-01
1.08620000e+02;-4.94841394e-01;-2.25217157e+00;5.54549585e-01
1.08630000e+02;-5.17336102e-01;-2.25644119e+00;5.54510456e-01
1.08640000e+02;-5.39871351e-01;-2.26021224e+00;5.54471329e-01
1.08650000e+02;-5.62442095e-01;-2.26346817e+00;5.54432204e-01
1.08660000e+02;-5.85043126e-01;-2.26619256e+00;5.54393080e-01
1.08670000e+02;-6.07669072e-01;-2.26836919e+00;5.54353958e-01
1.08680000e+02;-6.30314397e-01;-2.26998207e+00;5.54314838e-01
1.08690000e+02;-6.52973412e-01;-2.27101546e+00;5.54275719e-01
1.08700000e+02;-6.75640267e-01;-2.27145397e+00;5.54236602e-01
1.08710000e+02;-6.98308964e-01;-2.27128259e+00;5.54197486e-01
1.08720000e+02;-7.20973354e-01;-2.27048671e+00;5.54158373e-01
1.08730000e+02;-7.43627146e-01;-2.26905222e+00;5.54119261e-01
1.08740000e+02;-7.66263910e-01;-2.26696550e+00;5.54080150e-01
1.08750000e+02;-7.88877082e-01;-2.26421353e+00;5.54041041e-01
1.08760000e+02;-8.11459970e-01;-2.26078391e+00;5.54001934e-01
1.08770000e+02;-8.34005762e-01;-2.25666491e+00;5.53962829e-01
1.08780000e+02;-8.56507533e-01;-2.25184553e+00;5.53923725e-01
1.08790000e+02;-8.78958249e-01;-2.24631555e+00;5.53884623e-01
1.08800000e+02;-9.01350779e-01;-2.24006556e+00;5.53845522e-01
1.08810000e+02;-9.23677901e-01;-2.23308704e+00;5.53806423e-01
1.08820000e+02;-9.45932313e-01;-2.22537238e+00;5.53767326e-01
1.08830000e+02;-9.68106639e-01;-2.21691492e+00;5.53728230e-01
1.08840000e+02;-9.90193442e-01;-2.20770902e+00;5.53689137e-01
1.08850000e+02;-1.01218523e+00;-2.19775005e+00;5.53650044e-01
1.08860000e+02;-1.03407448e+00;-2.18703449e+00;5.53610954e-01
1.08870000e+02;-1.05585363e+00;-2.17555991e+00;5.53571865e-01
1.08880000e+02;-1.07751509e+00;-2.16332502e+00;5.53532777e-01
1.08890000e+02;-1.09905127e+00;-2.15032970e+00;5.53493692e-01
1.08900000e+02;-1.12045460e+00;-2.13657503e+00;5.53454608e-01
1.08910000e+02;-1.14171749e+00;-2.12206328e+00;5.53415525e-01
1.08920000e+02;-1.16283242e+00;-2.10679793e+00;5.53376445e-01
1.08930000e+02;-1.18379187e+00;-2.09078371e+00;5.53337366e-01
1.08940000e+02;-1.20458841e+00;-2.07402660e+00;5.53298288e-01
1.08950000e+02;-1.22521463e+00;-2.05653377e+00;5.53259213e-01
1.08960000e+02;-1.24566324e+00;-2.03831367e+00;5.53220139e-01
1.08970000e+02;-1.26592702e+00;-2.01937595e+00;5.53181066e-01
1.08980000e+02;-1.28599885e+00;-1.99973147e+00;5.53141995e-01
1.08990000e+02;-1.30587173e+00;-1.97939229e+00;5.53102926e-01
1.09000000e+02;-1.32553877e+00;-1.95837163e+00;5.53063859e-01
1.09010000e+02;-1.34499324e+00;-1.93668387e+00;5.53024793e-01
1.09020000e+02;-1.36422854e+00;-1.91434447e+00;5.52985729e-01
1.09030000e+02;-1.38323823e+00;-1.89136999e+00;5.52946666e-01
1.09040000e+02;-1.40201606e+00;-1.86777800e+00;5.52907605e-01
1.09050000e+02;-1.42055594e+00;-1.84358707e+00;5.52868546e-01
1.09060000e+02;-1.43885196e+00;-1.81881669e+00;5.52829489e-01
1.09070000e+02;-1.45689844e+00;-1.79348726e+00;5.52790433e-01
1.09080000e+02;-1.47468987e+00;-1.76761997e+00;5.52751378e-01
1.09090000e+02;-1.49222099e+00;-1.74123682e+00;5.52712326e-01
1.09100000e+02;-1.50948674e+00;-1.71436050e+00;5.52673275e-01
1.09110000e+02;-1.52648229e+00;-1.68701432e+00;5.52634225e-01
1.09120000e+02;-1.54320306e+00;-1.65922222e+00;5.52595178e-01
1.09130000e+02;-1.55964469e+00;-1.63100859e+00;5.52556132e-01
1.09140000e+02;-1.57580309e+00;-1.60239831e+00;5.52517087e-01
1.09150000e+02;-1.59167439e+00;-1.57341661e+00;5.52478045e-01
1.09160000e+02;-1.60725501e+00;-1.54408903e+00;5.52439004e-01
1.09170000e+02;-1.62254158e+00;-1.51444132e+00;5.52399964e-01
1.09180000e+02;-1.63753104e+00;-1.48449941e+00;5.52360926e-01
1.09190000e+02;-1.65222054e+00;-1.45428933e+00;5.52321890e-01
1.09200000e+02;-1.66660752e+00;-1.42383712e+00;5.52282856e-01
1.09210000e+02;-1.68068968e+00;-1.39316877e+00;5.52243823e-01
1.09220000e+02;-1.69446496e+00;-1.36231016e+00;5.52204792e-01
1.09230000e+02;-1.70793158e+00;-1.33128703e+00;5.52165762e-01
1.09240000e+02;-1.72108799e+00;-1.30012484e+00;5.52126734e-01
1.09250000e+02;-1.73393291e+00;-1.26884878e+00;5.52087708e-01
1.09260000e+02;-1.74646532e+00;-1.23748369e+00;5.52048684e-01
1.09270000e+02;-1.75868442e+00;-1.20605399e+00;5.52009661e-01
1.09280000e+02;-1.77058968e+00;-1.17458367e+00;5.51970639e-01
1.09290000e+02;-1.78218078e+00;-1.14309618e+00;5.51931620e-01
1.09300000e+02;-1.79345764e+00;-1.11161447e+00;5.51892602e-01
1.09310000e+02;-1.80442042e+00;-1.08016087e+00;5.51853585e-01
1.09320000e+02;-1.81506950e+00;-1.04875708e+00;5.51814571e-01
1.09330000e+02;-1.82540545e+00;-1.01742417e+00;5.51775558e-01
1.09340000e+02;-1.83542907e+00;-9.86182489e-01;5.51736546e-01
1.09350000e+02;-1.84514135e+00;-9.55051692e-01;5.51697536e-01
1.09360000e+02;-1.85454347e+00;-9.24050683e-01;5.51658528e-01
1.09370000e+02;-1.86363682e+00;-8.93197608e-01;5.51619522e-01
1.09380000e+02;-1.87242293e+00;-8.62509839e-01;5.51580517e-01
1.09390000e+02;-1.88090352e+00;-8.32003955e-01;5.51541514e-01
1.09400000e+02;-1.88908049e+00;-8.01695737e-01;5.51502512e-01
1.09410000e+02;-1.89695586e+00;-7.71600160e-01;5.51463512e-01
1.09420000e+02;-1.90453181e+00;-7.41731388e-01;5.51424514e-01
1.09430000e+02;-1.91181067e+00;-7.12102773e-01;5.51385518e-01
1.09440000e+02;-1.91879488e+00;-6.82726857e-01;5.51346523e-01
1.09450000e+02;-1.92548701e+00;-6.53615378e-01;5.51307529e-01
1.09460000e+02;-1.93188976e+00;-6.24779274e-01;5.51268538e-01
1.09470000e+02;-1.93800591e+00;-5.96228691e-01;5.51229548e-01
1.09480000e+02;-1.94383834e+00;-5.67972999e-01;5.51190559e-01
1.09490000e+02;-1.94939005e+00;-5.40020801e-01;5.51151573e-01
1.09500000e+02;-1.95466409e+00;-5.12379945e-01;5.51112588e-01
1.09510000e+02;-1.95966360e+00;-4.85057548e-01;5.51073604e-01
1.09520000e+02;-1.96439178e+00;-4.58060007e-01;5.51034622e-01
1.09530000e+02;-1.96885190e+00;-4.31393019e-01;5.50995642e-01
1.09540000e+02;-1.97304728e+00;-4.05061603e-01;5.50956664e-01
1.09550000e+02;-1.97698128e+00;-3.79070120e-01;5.50917687e-01
1.09560000e+02;-1.98065733e+00;-3.53422293e-01;5.50878712e-01
1.09570000e+02;-1.98407885e+00;-3.28121234e-01;5.50839738e-01
1.09580000e+02;-1.98724932e+00;-3.03169462e-01;5.50800766e-01
1.09590000e+02;-1.99017224e+00;-2.78568926e-01;5.50761796e-01
1.09600000e+02;-1.99285111e+00;-2.54321036e-01;5.50722827e-01
1.09610000e+02;-1.99528946e+00;-2.30426678e-01;5.50683861e-01
1.09620000e+02;-1.99749082e+00;-2.06886242e-01;5.50644895e-01
1.09630000e+02;-1.99945873e+00;-1.83699647e-01;5.50605931e-01
1.09640000e+02;-2.00119670e+00;-1.60866362e-01;5.50566969e-01
1.09650000e+02;-2.00270827e+00;-1.38385431e-01;5.50528009e-01
1.09660000e+02;-2.00399694e+00;-1.16255498e-01;5.50489050e-01
1.09670000e+02;-2.00506621e+00;-9.44748241e-02;5.50450093e-01
1.09680000e+02;-2.00591956e+00;-7.30413182e-02;5.50411138e-01
1.09690000e+02;-2.00656044e+00;-5.19525527e-02;5.50372184e-01
1.09700000e+02;-2.00699228e+00;-3.12057879e-02;5.50333232e-01
1.09710000e+02;-2.00721848e+00;-1.07979925e-02;5.50294281e-01
1.09720000e+02;-2.00724241e+00;9.27413586e-03;5.50255332e-01
1.09730000e+02;-2.00706742e+00;2.90141508e-02;5.50216385e-01
1.09740000e+02;-2.00669678e+00;4.84258379e-02;5.50177439e-01
1.09750000e+02;-2.00613377e+00;6.75131963e-02;5.50138495e-01
1.09760000e+02;-2.00538161e+00;8.62804204e-02;5.50099553e-01
1.09770000e+02;-2.00444346e+00;1.04731883e-01;5.50060612e-01
1.09780000e+02;-2.00332247e+00;1.22872119e-01;5.50021673e-01
1.09790000e+02;-2.00202173e+00;1.40705808e-01;5.49982736e-01
1.09800000e+02;-2.00054426e+00;1.58237762e-01;5.49943800e-01
1.09810000e+02;-1.99889306e+00;1.75472908e-01;5.49904866e-01
1.09820000e+02;-1.99707107e+00;1.92416276e-01;5.49865934e-01
1.09830000e+02;-1.99508119e+00;2.09072985e-01;5.49827003e-01
1.09840000e+02;-1.99292625e+00;2.25448233e-01;5.49788074e-01
1.09850000e+02;-1.99060903e+00;2.41547281e-01;5.49749146e-01
1.09860000e+02;-1.98813228e+00;2.57375445e-01;5.49710220e-01
1.09870000e+02;-1.98549868e+00;2.72938083e-01;5.49671296e-01
1.09880000e+02;-1.98271085e+00;2.88240591e-01;5.49632373e-01
1.09890000e+02;-1.97977136e+00;3.03288385e-01;5.49593452e-01
1.09900000e+02;-1.97668273e+00;3.18086899e-01;5.49554533e-01
1.09910000e+02;-1.97344744e+00;3.32641575e-01;5.49515615e-01
1.09920000e+02;-1.97006789e+00;3.46957854e-01;5.49476699e-01
1.09930000e+02;-1.96654643e+00;3.61041171e-01;5.49437785e-01
1.09940000e+02;-1.96288537e+00;3.74896947e-01;5.49398872e-01
1.09950000e+02;-1.95908697e+00;3.88530583e-01;5.49359961e-01
1.09960000e+02;-1.95515340e+00;4.01947456e-01;5.49321051e-01
1.09970000e+02;-1.95108682e+00;4.15152912e-01;5.49282143e-01
1.09980000e+02;-1.94688931e+00;4.28152261e-01;5.49243237e-01
1.09990000e+02;-1.94256290e+00;4.40950775e-01;5.49204333e-01
1.10000000e+02;-1.93810959e+00;4.53553681e-01;5.49165430e-01
1.10010000e+02;-1.93353129e+00;4.65966161e-01;5.49126528e-01
1.10020000e+02;-1.92882989e+00;4.78193345e-01;5.49087629e-01
1.10030000e+02;-1.92400722e+00;4.90240311e-01;5.49048731e-01
1.10040000e+02;-1.91906505e+00;5.02112079e-01;5.49009834e-01
1.10050000e+02;-1.91400511e+00;5.13813614e-01;5.48970940e-01
1.10060000e+02;-1.90882909e+00;5.25349818e-01;5.48932046e-01
1.10070000e+02;-1.90353860e+00;5.36725534e-01;5.48893155e-01
1.10080000e+02;-1.89813524e+00;5.47945538e-01;5.48854265e-01
1.10090000e+02;-1.89262053e+00;5.59014544e-01;5.48815377e-01
1.10100000e+02;-1.88699596e+00;5.69937200e-01;5.48776490e-01
1.10110000e+02;-1.88126298e+00;5.80718085e-01;5.48737605e-01
1.10120000e+02;-1.87542298e+00;5.91361712e-01;5.48698722e-01
1.10130000e+02;-1.86947732e+00;6.01872527e-01;5.48659841e-01
1.10140000e+02;-1.86342729e+00;6.12254907e-01;5.48620961e-01
1.10150000e+02;-1.85727417e+00;6.22513159e-01;5.48582082e-01
1.10160000e+02;-1.85101917e+00;6.32651524e-01;5.48543205e-01
1.10170000e+02;-1.84466347e+00;6.42674172e-01;5.48504330e-01
1.10180000e+02;-1.83820822e+00;6.52585206e-01;5.48465457e-01
1.10190000e+02;-1.83165450e+00;6.62388661e-01;5.48426585e-01
1.10200000e+02;-1.82500338e+00;6.72088504e-01;5.48387715e-01
1.10210000e+02;-1.81825587e+00;6.81688634e-01;5.48348846e-01
1.10220000e+02;-1.81141296e+00;6.91192886e-01;5.48309979e-01
1.10230000e+02;-1.80447558e+00;7.00605027e-01;5.48271114e-01
1.10240000e+02;-1.79744463e+00;7.09928758e-01;5.48232250e-01
1.10250000e+02;-1.79032099e+00;7.19167718e-01;5.48193388e-01
1.10260000e+02;-1.78310548e+00;7.28325480e-01;5.48154528e-01
1.10270000e+02;-1.77579891e+00;7.37405557e-01;5.48115669e-01
1.10280000e+02;-1.76840203e+00;7.46411397e-01;5.48076812e-01
1.10290000e+02;-1.76091556e+00;7.55346389e-01;5.48037957e-01
1.10300000e+02;-1.75334021e+00;7.64213863e-01;5.47999103e-01
1.10310000e+02;-1.74567663e+00;7.73017088e-01;5.47960251e-01
1.10320000e+02;-1.73792545e+00;7.81759278e-01;5.47921400e-01
1.10330000e+02;-1.73008727e+00;7.90443587e-01;5.47882551e-01
1.10340000e+02;-1.72216264e+00;7.99073117e-01;5.47843704e-01
1.10350000e+02;-1.71415211e+00;8.07650912e-01;5.47804858e-01
1.10360000e+02;-1.70605618e+00;8.16179965e-01;5.47766014e-01
1.10370000e+02;-1.69787532e+00;8.24663216e-01;5.47727172e-01
1.10380000e+02;-1.68960998e+00;8.33103554e-01;5.47688331e-01
1.10390000e+02;-1.68126057e+00;8.41503818e-01;5.47649492e-01
1.10400000e+02;-1.67282749e+00;8.49866797e-01;5.47610655e-01
1.10410000e+02;-1.66431108e+00;8.58195235e-01;5.47571819e-01
1.10420000e+02;-1.65571170e+00;8.66491825e-01;5.47532985e-01
1.10430000e+02;-1.64702963e+00;8.74759219e-01;5.47494152e-01
1.10440000e+02;-1.63826517e+00;8.83000020e-01;5.47455321e-01
1.10450000e+02;-1.62941857e+00;8.91216791e-01;5.47416492e-01
1.10460000e+02;-1.62049006e+00;8.99412051e-01;5.47377664e-01
1.10470000e+02;-1.61147983e+00;9.07588276e-01;5.47338838e-01
1.10480000e+02;-1.60238808e+00;9.15747905e-01;5.47300014e-01
1.10490000e+02;-1.59321496e+00;9.23893335e-01;5.47261191e-01
